0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,137
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,167
0,168
0,169
0,170
0,171
0,172
0,173
0,174
0,175
0,176
0,177
0,178
0,179
0,180
0,181
0,182
0,183
0,184
0,185
0,186
0,187
0,188
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,196
0,197
0,198
0,199
0,200
0,201
0,202
0,203
0,204
0,205
0,206
0,207
0,208
0,209
0,210
0,211
0,212
0,213
0,214
0,215
0,216
0,217
0,218
0,219
0,220
0,221
0,222
0,223
0,224
0,225
0,226
0,227
0,228
0,229
0,230
0,231
0,232
0,233
0,234
0,235
0,236
0,237
0,238
0,239
0,240
0,241
0,242
0,243
0,244
0,245
0,246
0,247
0,248
0,249
0,250
0,251
0,252
0,253
0,254
0,255
0,256
0,257
0,258
0,259
0,260
1.6035,261
1.6266,262
1.5068,263
1.2924,264
1.0031,265
0.5088,266
-0.193,267
-1.0468,268
-1.9046,269
-2.3793,270
-2.2699,271
-1.4593,272
-0.1621,273
1.2601,274
2.4367,275
3.2727,276
3.7609,277
3.8311,278
3.3613,279
2.1804,280
0.5768,281
-1.1677,282
-2.5433,283
-2.9734,284
-2.2421,285
-0.6447,286
1.5661,287
3.6557,288
4.8724,289
4.6228,290
3.6455,291
2.8155,292
2.6326,293
3.1436,294
4.119,295
4.5352,296
3.7106,297
1.9442,298
0.0227,299
-1.5043,300
-2.4562,301
-2.7798,302
-2.6673,303
-2.2092,304
-1.1119,305
1.001,306
3.9855,307
6.8863,308
8.708,309
9.3774,310
9.1196,311
7.9445,312
6.2631,313
4.5004,314
2.4858,315
0.4711,316
-0.4842,317
0.0426,318
1.4867,319
2.9735,320
3.688,321
2.868,322
0.3899,323
-2.9653,324
-6.5666,325
-10.2218,326
-12.9974,327
-14.2423,328
-13.5941,329
-10.8859,330
-6.5978,331
-2.0178,332
1.9202,333
4.7817,334
6.7979,335
8.1819,336
9.4664,337
10.7606,338
11.4077,339
10.8036,340
9.0149,341
6.065,342
2.3609,343
-1.0726,344
-3.5646,345
-5.0776,346
-5.7891,347
-5.3354,348
-3.5093,349
-0.4152,350
3.5869,351
7.7561,352
10.5705,353
11.0837,354
9.5079,355
6.9502,356
4.3212,357
2.4594,358
1.9416,359
2.4414,360
3.2478,361
4.1865,362
5.161,363
5.7965,364
5.9664,365
5.8122,366
5.473,367
4.8536,368
4.138,369
3.7565,370
3.677,371
3.4679,372
3.1866,373
2.8701,374
2.6057,375
2.2571,376
1.7574,377
0.97,378
0.3347,379
0.1781,380
0,381
0,382
0,383
0,384
0,385
0,386
0,387
0,388
2.5117,389
2.8976,390
3.3331,391
3.7136,392
3.8,393
3.2024,394
1.9473,395
0.2686,396
-1.5449,397
-2.9837,398
-3.8717,399
-4.2452,400
-4.3082,401
-4.1459,402
-3.6844,403
-2.7359,404
-1.2546,405
0.6038,406
2.4869,407
3.9202,408
4.6102,409
4.2815,410
3.1971,411
2.136,412
1.945,413
2.6684,414
4.0273,415
5.0805,416
5.0364,417
3.5577,418
1.5044,419
-0.3148,420
-1.3967,421
-1.7317,422
-1.3988,423
-1.0245,424
-0.9046,425
-0.7261,426
-0.0804,427
0.884,428
1.695,429
1.9929,430
1.5438,431
0.5058,432
-0.2735,433
0.3689,434
2.6719,435
5.4021,436
7.2664,437
7.7844,438
6.8767,439
4.7692,440
2.4531,441
0.7438,442
-0.3902,443
-1.169,444
-1.1592,445
-0.3669,446
0.7481,447
1.5517,448
1.5429,449
0.2752,450
-2.2134,451
-5.3134,452
-8.2811,453
-10.7824,454
-12.004,455
-11.3294,456
-8.5578,457
-3.8792,458
1.6681,459
6.4826,460
9.5867,461
10.8287,462
10.9631,463
10.7784,464
10.9245,465
11.3781,466
10.992,467
8.7632,468
4.7102,469
-0.4952,470
-5.7277,471
-9.4179,472
-10.8082,473
-10.1271,474
-8.2789,475
-5.5434,476
-2.4367,477
0.4932,478
3.123,479
5.1617,480
5.693,481
4.4675,482
2.1337,483
-0.2112,484
-1.9619,485
-2.7316,486
-2.1752,487
-1.0684,488
-0.0995,489
0.7603,490
1.8193,491
2.8028,492
3.6069,493
4.0174,494
4.0064,495
3.4126,496
2.502,497
1.8581,498
1.5951,499
1.3363,500
1.1132,501
0.7571,502
0.1383,503
-0.6415,504
-1.4572,505
-2.2886,506
-2.7913,507
-2.6569,508
0,509
0,510
0,511
0,512
0,513
0,514
0,515
0,516
2.7732,517
3.6831,518
4.7247,519
5.6364,520
6.1394,521
5.8262,522
4.723,523
2.9366,524
0.7355,525
-1.4882,526
-3.2796,527
-4.3341,528
-4.5147,529
-3.9928,530
-3.0702,531
-2.0933,532
-1.238,533
-0.5293,534
0.1187,535
0.5347,536
0.4621,537
-0.5195,538
-2.1314,539
-3.5083,540
-3.7256,541
-2.3545,542
0.5878,543
3.9915,544
6.2738,545
6.2926,546
4.4326,547
1.4766,548
-1.71,549
-4.3373,550
-5.813,551
-6.4108,552
-6.6432,553
-6.6904,554
-6.4909,555
-6.2608,556
-6.1782,557
-6.0541,558
-5.6797,559
-5.0455,560
-3.9962,561
-2.254,562
0.0208,563
1.8644,564
2.6577,565
2.518,566
1.7734,567
0.6648,568
0.0155,569
0.2053,570
0.9886,571
2.1175,572
3.8313,573
5.9543,574
7.9157,575
9.1433,576
9.2195,577
7.6194,578
4.2933,579
0.1202,580
-3.6787,581
-6.2929,582
-6.8702,583
-4.9351,584
-0.9817,585
3.9352,586
8.3257,587
10.8024,588
10.9999,589
9.5539,590
7.8929,591
7.1062,592
7.661,593
9.2102,594
10.5217,595
10.5778,596
9.1349,597
6.3021,598
2.5314,599
-1.078,600
-3.6392,601
-4.9279,602
-5.0589,603
-3.75,604
-1.4968,605
0.7773,606
